symbol,trade_id,entry_time,exit_time,duration_days,entry_price,exit_price,stop_loss,sl_distance_pct,atr_at_entry,direction,exit_reason,gross_return_pct,net_return_pct,is_win,m_ready,m_direction,m_compressed,m_mba_low,m_mba_high,m_continuity,w_ready,w_direction,w_compressed,w_mba_low,w_mba_high,w_continuity,d_ready,d_direction,d_compressed,d_mba_low,d_mba_high,d_continuity,alignment_summary,equity_before,equity_after,btc_regime
EURCADm,3,2025-03-31,2025-05-27,57,1.55654,1.56544,1.52473357,2.04,0.01060214,bullish,direction_flip,0.5718,0.5618,True,True,bullish,True,1.468,1.518,1,True,bullish,True,1.533,1.555,1,True,bullish,True,1.543,1.549,1,[V3:balance_aligned] READY (BULLISH),0.987025,0.99257,
EURCADm,4,2025-06-09,2025-09-30,113,1.56529,1.6337,1.59605714,1.97,0.01025571,bearish,direction_flip,-4.3704,-4.3804,False,True,bearish,True,1.548,1.576,1,True,bearish,True,1.5535,1.572,1,True,bearish,True,1.5575,1.5655,2,[V3:balance_aligned] READY (BEARISH),0.99257,0.949091,
EURCADm,5,2025-10-01,2025-10-28,27,1.63527,1.62471,1.61035286,1.52,0.00830571,bullish,direction_flip,-0.6458,-0.6558,False,True,bullish,True,1.6,1.64,1,True,bullish,True,1.625,1.632,1,True,bullish,True,1.6302,1.637,2,[V3:balance_aligned] READY (BULLISH),0.949091,0.942868,
EURCHFm,1,2024-06-26,2024-11-26,153,0.95792,0.92965,0.94029286,1.84,0.00587571,bullish,direction_flip,-2.9512,-2.9612,False,True,bullish,True,0.948,0.98,1,True,bullish,True,0.9495,0.955,1,True,bullish,True,0.9563,0.9593,2,[V3:balance_aligned] READY (BULLISH),1.0,0.970388,
EURCHFm,2,2025-01-31,2025-04-01,60,0.94391,0.95383,0.92992786,1.48,0.00466071,bullish,direction_flip,1.0509,1.0409,True,True,bullish,True,0.9335,0.9515,1,True,bullish,True,0.9375,0.9515,1,True,bullish,True,0.9437,0.9463,1,[V3:balance_aligned] READY (BULLISH),0.970388,0.980489,
EURCHFm,3,2025-06-02,2025-09-30,120,0.93443,0.93448,0.95002571,1.67,0.00519857,bearish,direction_flip,-0.0054,-0.0154,False,True,bearish,True,0.921,0.95,1,True,bearish,True,0.9313,0.939,3,True,bearish,True,0.932,0.9357,1,[V3:balance_aligned] READY (BEARISH),0.980489,0.980339,
EURCHFm,4,2025-11-03,2025-12-30,57,0.9308,0.93011,0.92041786,1.12,0.00346071,bullish,direction_flip,-0.0741,-0.0841,False,True,bullish,True,0.921,0.934,1,True,bullish,True,0.9245,0.9278,1,True,bullish,True,0.927,0.9285,1,[V3:balance_aligned] READY (BULLISH),0.980339,0.979514,
GBPJPYm,1,2024-11-07,2025-01-28,82,198.824,193.494,193.5935,2.63,1.7435,bullish,direction_flip,-2.6808,-2.6908,False,True,bullish,True,193.0,199.8,1,True,bullish,True,196.8,199.2,1,True,bullish,True,197.3,199.5,1,[V3:balance_aligned] READY (BULLISH),1.0,0.973092,
GBPJPYm,2,2025-04-03,2025-04-29,26,191.426,190.783,197.13885714,2.98,1.90428571,bearish,direction_flip,0.3359,0.3259,True,True,bearish,True,189.5,194.5,1,True,bearish,True,192.5,196.0,1,True,bearish,True,192.2,195.8,1,[V3:balance_aligned] READY (BEARISH),0.973092,0.976264,
GBPJPYm,3,2026-02-02,2026-02-20,18,212.568,208.972,207.38871429,2.44,1.72642857,bullish,end_of_backtest,-1.6917,-1.7017,False,True,bullish,True,209.5,214.8,1,True,bullish,True,209.6,212.5,1,True,bullish,True,211.3,212.45,2,[V3:balance_aligned] READY (BULLISH),0.976264,0.959651,
GBPAUDm,1,2024-04-04,2024-10-29,208,1.91872,1.9838,1.94731214,1.49,0.00953071,bearish,direction_flip,-3.3918,-3.4018,False,True,bearish,True,1.924,1.957,2,True,bearish,True,1.928,1.945,1,True,bearish,True,1.9265,1.931,1,[V3:balance_aligned] READY (BEARISH),1.0,0.965982,
GBPAUDm,2,2025-03-11,2025-04-29,49,2.056,2.09962,2.01238429,2.12,0.01453857,bullish,direction_flip,2.1216,2.1116,True,True,bullish,True,1.965,2.03,1,True,bullish,True,2.021,2.054,1,True,bullish,True,2.033,2.054,1,[V3:balance_aligned] READY (BULLISH),0.965982,0.986379,
GBPAUDm,3,2025-05-02,2026-02-20,294,2.0585,1.90256,2.11226429,2.61,0.01792143,bearish,end_of_backtest,7.5754,7.5654,True,True,bearish,True,2.05,2.165,1,True,bearish,True,2.068,2.096,2,True,bearish,True,2.071,2.089,1,[V3:balance_aligned] READY (BEARISH),0.986379,1.061003,
GBPNZDm,1,2024-06-03,2024-10-01,120,2.06832,2.11263,2.09907857,1.49,0.01025286,bearish,direction_flip,-2.1423,-2.1523,False,True,bearish,True,2.071,2.085,1,True,bearish,True,2.0695,2.084,2,True,bearish,True,2.0695,2.0815,1,[V3:balance_aligned] READY (BEARISH),1.0,0.978477,
GBPNZDm,2,2024-10-21,2025-04-29,190,2.15516,2.25816,2.1089,2.15,0.01542,bullish,direction_flip,4.7792,4.7692,True,True,bullish,True,2.098,2.175,1,True,bullish,True,2.136,2.162,1,True,bullish,True,2.1445,2.155,1,[V3:balance_aligned] READY (BULLISH),0.978477,1.025143,
GBPNZDm,3,2025-07-04,2025-10-28,116,2.25226,2.29595,2.20822,1.96,0.01468,bullish,direction_flip,1.9398,1.9298,True,True,bullish,True,2.223,2.275,1,True,bullish,True,2.249,2.274,1,True,bullish,True,2.2405,2.255,2,[V3:balance_aligned] READY (BULLISH),1.025143,1.044926,
GBPNZDm,4,2025-12-31,2026-02-20,51,2.3403,2.2552,2.30531143,1.5,0.01166286,bullish,end_of_backtest,-3.6363,-3.6463,False,True,bullish,True,2.295,2.343,1,True,bullish,True,2.3,2.33,1,True,bullish,True,2.322,2.3265,1,[V3:balance_aligned] READY (BULLISH),1.044926,1.006825,
GBPCADm,1,2024-03-08,2024-06-25,109,1.73375,1.73267,1.70943071,1.4,0.00810643,bullish,direction_flip,-0.0623,-0.0723,False,True,bullish,True,1.685,1.723,4,True,bullish,True,1.7085,1.722,1,True,bullish,True,1.72,1.727,1,[V3:balance_aligned] READY (BULLISH),1.0,0.999277,
GBPCADm,2,2024-12-02,2024-12-31,29,1.7778,1.79933,1.74720643,1.72,0.01019786,bullish,direction_flip,1.211,1.201,True,True,bullish,True,1.748,1.808,1,True,bullish,True,1.752,1.785,2,True,bullish,True,1.776,1.785,1,[V3:balance_aligned] READY (BULLISH),0.999277,1.011279,
GBPCADm,3,2025-05-23,2025-09-30,130,1.85857,1.87145,1.89375786,1.89,0.01172929,bearish,direction_flip,-0.693,-0.703,False,True,bearish,True,1.798,1.86,1,True,bearish,True,1.837,1.862,1,True,bearish,True,1.8575,1.8645,2,[V3:balance_aligned] READY (BEARISH),1.011279,1.00417,
GBPCADm,4,2025-10-06,2025-10-28,22,1.88009,1.85061,1.84904643,1.65,0.01034786,bullish,direction_flip,-1.568,-1.578,False,True,bullish,True,1.857,1.877,1,True,bullish,True,1.865,1.884,1,True,bullish,True,1.8753,1.8818,3,[V3:balance_aligned] READY (BULLISH),1.00417,0.988324,
GBPCADm,5,2026-01-05,2026-02-20,46,1.86356,1.84368,1.83638214,1.46,0.00905929,bullish,end_of_backtest,-1.0668,-1.0768,False,True,bullish,True,1.834,1.867,2,True,bullish,True,1.8385,1.8525,2,True,bullish,True,1.844,1.8495,1,[V3:balance_aligned] READY (BULLISH),0.988324,0.977682,
